,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
102,Juan Cruz Armada\Juan-Cruz-Armada,es ESP,DF,Osasuna,28-184,1992,16,14,1245,13.8,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
103,Sergio Cubero Ezcurra\Sergio-Cubero-Ezcurra,es ESP,MF,Eibar,21-145,1999,1,0,1,0.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
104,Cucho\Cucho,co COL,FWMF,Getafe,21-283,1999,14,14,1084,12.0,2,3,0,0,3,0,0.17,0.25,0.42,0.17,0.42,2.4,2.4,1.0,0.20,0.08,0.28,0.20,0.28,Matches
105,Marc Cucurella\Marc-Cucurella,es ESP,MF,Getafe,22-190,1998,19,19,1710,19.0,3,1,0,0,3,0,0.16,0.05,0.21,0.16,0.21,1.4,1.4,1.7,0.07,0.09,0.16,0.07,0.16,Matches
106,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FWMF,Barcelona,23-258,1997,13,8,720,8.0,2,1,0,0,0,0,0.25,0.12,0.37,0.25,0.37,1.7,1.7,1.8,0.21,0.23,0.44,0.21,0.44,Matches
107,Sergiño Dest\Sergino-Dest,us USA,DF,Barcelona,20-086,2000,15,12,1016,11.3,0,1,0,0,1,0,0.00,0.09,0.09,0.00,0.09,0.9,0.9,1.7,0.08,0.15,0.23,0.08,0.23,Matches
108,Deyverson\Deyverson,br BRA,FW,Alavés,29-265,1991,16,9,694,7.7,1,2,0,0,3,0,0.13,0.26,0.39,0.13,0.39,1.6,1.6,1.1,0.21,0.14,0.35,0.21,0.35,Matches
109,Abdoulay Diaby\Abdoulay-Diaby,ml MLI,MF,Getafe,29-252,1991,1,0,18,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,1.69,0.53,2.22,1.69,2.22,Matches
110,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,Valencia,24-040,1996,15,14,1259,14.0,1,0,0,0,1,0,0.07,0.00,0.07,0.07,0.07,0.7,0.7,0.0,0.05,0.00,0.05,0.05,0.05,Matches
111,Víctor Díaz\Victor-Diaz,es ESP,DF,Granada,32-230,1988,4,1,109,1.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.16,0.06,0.22,0.16,0.22,Matches
112,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Eibar,34-315,1986,16,13,1154,12.8,0,1,0,0,5,2,0.00,0.08,0.08,0.00,0.08,0.2,0.2,0.7,0.02,0.05,0.07,0.02,0.07,Matches
113,Djené\Djene,tg TOG,DF,Getafe,29-028,1991,18,18,1606,17.8,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
114,Marko Dmitrović\Marko-Dmitrovic,rs SRB,GK,Eibar,29-004,1992,20,20,1800,20.0,1,0,1,1,0,0,0.05,0.00,0.05,0.00,0.00,0.8,0.1,0.5,0.04,0.03,0.07,0.00,0.03,Matches
115,Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,30-084,1990,20,20,1800,20.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
116,John Donald\John-Donald,es ESP,DF,Elche,20-151,2000,2,1,50,0.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
117,Idrissa Doumbia\Idrissa-Doumbia,ci CIV,MF,Huesca,22-289,1998,7,1,189,2.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.15,0.01,0.16,0.15,0.16,Matches
118,Domingos Duarte\Domingos-Duarte,pt POR,DF,Granada,25-324,1995,17,16,1379,15.3,1,0,0,0,4,1,0.07,0.00,0.07,0.07,0.07,1.0,1.0,0.9,0.07,0.06,0.13,0.07,0.13,Matches
119,Óscar Duarte\Oscar-Duarte,cr CRC,DF,Levante,31-239,1989,10,9,797,8.9,1,0,0,0,2,0,0.11,0.00,0.11,0.11,0.11,0.2,0.2,0.0,0.03,0.00,0.03,0.03,0.03,Matches
120,Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,25-102,1995,18,17,1538,17.1,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.9,0.02,0.11,0.13,0.02,0.13,Matches
121,Aritz Elustondo\Aritz-Elustondo,es ESP,DF,Real Sociedad,26-306,1994,11,10,872,9.7,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.02,0.00,0.03,0.02,0.03,Matches
122,Rodrigo Ely\Rodrigo-Ely,br BRA,DF,Alavés,27-086,1993,8,6,468,5.2,1,0,0,0,1,0,0.19,0.00,0.19,0.19,0.19,0.2,0.2,0.1,0.04,0.02,0.06,0.04,0.06,Matches
123,Emerson\Emerson,br BRA,DF,Betis,22-014,1999,16,16,1371,15.2,0,1,0,0,6,1,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.8,0.01,0.06,0.06,0.01,0.06,Matches
124,Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,Sevilla,23-241,1997,19,12,1148,12.8,12,0,0,0,1,0,0.94,0.00,0.94,0.94,0.94,6.9,6.9,1.0,0.54,0.08,0.62,0.54,0.62,Matches
125,Sergi Enrich\Sergi-Enrich,es ESP,FW,Eibar,30-337,1990,12,3,424,4.7,1,0,0,1,0,0,0.21,0.00,0.21,0.21,0.21,2.3,1.6,0.2,0.50,0.04,0.54,0.33,0.38,Matches
126,Dani Escriche\Dani-Escriche,es ESP,MFFW,Huesca,22-310,1998,8,2,199,2.2,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.05,0.00,0.05,0.05,0.05,Matches
127,Sergio Escudero\Sergio-Escudero,es ESP,DF,Sevilla,31-148,1989,4,2,214,2.4,1,0,0,0,1,0,0.42,0.00,0.42,0.42,0.42,0.1,0.1,0.3,0.05,0.11,0.16,0.05,0.16,Matches
128,Alfonso Espino\Alfonso-Espino,uy URU,DF,Cádiz,29-023,1992,18,18,1505,16.7,0,2,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.1,0.1,1.1,0.01,0.06,0.07,0.01,0.07,Matches
129,Esquerdo\Esquerdo,es ESP,MF,Valencia,22-026,1999,4,3,231,2.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.03,0.04,0.01,0.04,Matches
130,Pervis Estupiñán\Pervis-Estupinan,ec ECU,DF,Villarreal,23-007,1998,14,7,661,7.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.9,0.06,0.12,0.18,0.06,0.18,Matches
131,Xabier Etxeita\Xabier-Etxeita,es ESP,DF,Getafe,33-089,1987,9,8,788,8.8,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.06,0.02,0.08,0.06,0.08,Matches
132,Edu Expósito\Edu-Exposito,es ESP,MF,Eibar,24-180,1996,19,16,1501,16.7,0,1,0,2,4,0,0.00,0.06,0.06,0.00,0.06,2.3,0.8,2.1,0.14,0.12,0.26,0.05,0.17,Matches
133,Fali\Fali,es ESP,DFMF,Cádiz,27-169,1993,17,14,1271,14.1,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.03,0.04,0.06,0.03,0.06,Matches
134,Ansu Fati\Ansu-Fati,es ESP,FW,Barcelona,18-089,2002,7,6,431,4.8,4,0,0,0,1,0,0.84,0.00,0.84,0.84,0.84,1.8,1.8,1.4,0.37,0.29,0.66,0.37,0.66,Matches
135,Nabil Fekir\Nabil-Fekir,fr FRA,MFFW,Betis,27-194,1993,18,18,1471,16.3,1,5,1,3,4,0,0.06,0.31,0.37,0.00,0.31,5.3,3.0,2.2,0.33,0.14,0.46,0.18,0.32,Matches
136,Felipe\Felipe,br BRA,DF,Atlético Madrid,31-257,1989,15,10,902,10.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.05,0.00,0.05,0.05,0.05,Matches
137,João Félix\Joao-Felix,pt POR,FW,Atlético Madrid,21-079,1999,17,10,1007,11.2,6,4,1,2,2,0,0.54,0.36,0.89,0.45,0.80,4.5,3.0,3.2,0.40,0.28,0.69,0.27,0.55,Matches
138,Aitor Fernández\Aitor-Fernandez,es ESP,GK,Levante,29-270,1991,17,17,1530,17.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
139,Álex Fernández\Alex-Fernandez,es ESP,MF,Cádiz,28-105,1992,20,17,1554,17.3,1,1,0,0,1,0,0.06,0.06,0.12,0.06,0.12,1.1,1.1,1.8,0.06,0.10,0.17,0.06,0.17,Matches
140,Álvaro Fernández\Alvaro-Fernandez,es ESP,GK,Huesca,22-290,1998,9,9,810,9.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
141,Andrés Fernández\Andres-Fernandez,es ESP,GK,Huesca,34-042,1986,11,11,990,11.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
142,Augusto Fernández\Augusto-Fernandez,ar ARG,MF,Cádiz,34-293,1986,8,2,235,2.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
143,Carlos Fernández\Carlos-Fernandez,es ESP,FW,Sevilla,24-251,1996,5,2,143,1.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.09,0.06,0.14,0.09,0.14,Matches
144,Joaquín Fernández\Joaquin-Fernandez,es ESP,DF,Valladolid,24-242,1996,12,11,988,11.0,1,0,0,0,4,0,0.09,0.00,0.09,0.09,0.09,0.5,0.5,0.2,0.04,0.02,0.07,0.04,0.07,Matches
145,Fernando\Fernando,br BRA,MF,Sevilla,33-187,1987,16,16,1391,15.5,0,2,0,0,5,0,0.00,0.13,0.13,0.00,0.13,0.1,0.1,1.2,0.00,0.08,0.08,0.00,0.08,Matches
146,David Ferreiro\David-Ferreiro,es ESP,FWMF,Huesca,32-302,1988,19,15,1282,14.2,1,2,0,0,1,0,0.07,0.14,0.21,0.07,0.21,1.3,1.3,2.7,0.09,0.19,0.28,0.09,0.28,Matches
147,Fidel\Fidel,es ESP,MFDF,Elche,31-093,1989,15,14,1207,13.4,4,2,2,2,2,0,0.30,0.15,0.45,0.15,0.30,2.4,0.9,2.4,0.18,0.18,0.36,0.07,0.25,Matches
148,Junior Firpo\Junior-Firpo,es ESP,DF,Barcelona,24-159,1996,4,1,150,1.7,0,1,0,0,0,0,0.00,0.60,0.60,0.00,0.60,0.0,0.0,0.7,0.00,0.41,0.41,0.00,0.41,Matches
149,Kingsley Fobi\Kingsley-Fobi,gh GHA,DF,Granada,22-130,1998,1,0,45,0.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
150,Ramón Folch\Ramon-Folch,es ESP,MF,Elche,31-116,1989,1,0,1,0.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
151,José Fontán\Jose-Fontan,es ESP,DF,Celta Vigo,20-352,2000,7,4,338,3.8,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.13,0.00,0.13,0.13,0.13,Matches
152,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,DF,Granada,27-311,1993,16,16,1331,14.8,0,2,0,0,6,0,0.00,0.14,0.14,0.00,0.14,0.1,0.1,1.1,0.01,0.08,0.08,0.01,0.08,Matches
153,Juan Foyth\Juan-Foyth,ar ARG,MFDF,Villarreal,23-016,1998,6,4,295,3.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
154,Jorge de Frutos\Jorge-de-Frutos,es ESP,MF,Levante,23-343,1997,19,8,874,9.7,2,5,0,0,1,0,0.21,0.51,0.72,0.21,0.72,1.9,1.9,3.4,0.19,0.35,0.55,0.19,0.55,Matches
155,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DF,Villarreal,29-329,1991,3,1,97,1.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
156,Javi Galán\Javi-Galan,es ESP,DF,Huesca,26-070,1994,20,18,1647,18.3,0,2,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.0,0.0,1.2,0.00,0.06,0.07,0.00,0.07,Matches
157,Enric Gallego\Enric-Gallego,es ESP,FW,Osasuna,34-138,1986,12,6,591,6.6,0,1,0,0,1,0,0.00,0.15,0.15,0.00,0.15,1.1,1.1,0.5,0.17,0.08,0.26,0.17,0.26,Matches
158,Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,Valencia,33-264,1987,13,5,503,5.6,1,1,0,0,0,0,0.18,0.18,0.36,0.18,0.36,1.9,1.9,0.9,0.34,0.16,0.50,0.34,0.50,Matches
159,Aleix García\Aleix-Garcia,es ESP,MF,Eibar,23-214,1997,1,0,28,0.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
160,Borja García\Borja-Garcia,es ESP,MFFW,Huesca,30-087,1990,17,13,1094,12.2,1,0,0,0,0,0,0.08,0.00,0.08,0.08,0.08,1.2,1.2,1.1,0.10,0.09,0.20,0.10,0.20,Matches
161,Dani García\Dani-Garcia,es ESP,MF,Athletic Club,30-249,1990,15,12,1032,11.5,0,1,0,0,4,0,0.00,0.09,0.09,0.00,0.09,0.2,0.2,0.3,0.02,0.03,0.04,0.02,0.04,Matches
162,David García\David-Garcia,es ESP,DF,Osasuna,26-349,1994,18,18,1620,18.0,1,0,0,0,5,0,0.06,0.00,0.06,0.06,0.06,0.9,0.9,0.2,0.05,0.01,0.06,0.05,0.06,Matches
163,Manu García\Manu-Garcia,es ESP,MF,Alavés,34-277,1986,14,2,401,4.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.09,0.00,0.09,0.09,0.09,Matches
164,Raúl García\Raul-Garcia,es ESP,FWMF,Athletic Club,34-201,1986,18,12,987,11.0,3,1,1,1,6,1,0.27,0.09,0.36,0.18,0.27,3.1,2.4,0.4,0.29,0.04,0.33,0.22,0.26,Matches
165,Raúl García\Raul-Garcia,es ESP,DFMF,Valladolid,31-273,1989,8,5,504,5.6,1,0,0,0,2,0,0.18,0.00,0.18,0.18,0.18,0.1,0.1,0.2,0.02,0.04,0.06,0.02,0.06,Matches
166,Rubén García\Ruben-Garcia,es ESP,MFFW,Osasuna,27-198,1993,20,19,1600,17.8,3,3,1,1,2,0,0.17,0.17,0.34,0.11,0.28,2.3,1.5,3.2,0.13,0.18,0.31,0.09,0.27,Matches
167,Sergi García\Sergi-Garcia,es ESP,MF,Alavés,21-289,1999,2,0,16,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
168,Unai García\Unai-Garcia,es ESP,DF,Osasuna,28-360,1992,10,8,821,9.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.03,0.01,0.04,0.03,0.04,Matches
169,Mario Gaspar\Mario-Gaspar,es ESP,DF,Villarreal,30-065,1990,15,14,1200,13.3,0,2,0,0,2,0,0.00,0.15,0.15,0.00,0.15,0.4,0.4,1.5,0.03,0.11,0.14,0.03,0.14,Matches
170,David Gil\David-Gil,es ESP,GK,Cádiz,27-017,1994,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
171,Álvaro Giménez\Alvaro-Gimenez,es ESP,FWMF,Cádiz,29-254,1991,11,3,407,4.5,2,1,0,0,0,0,0.44,0.22,0.66,0.44,0.66,1.4,1.4,0.0,0.31,0.01,0.32,0.31,0.32,Matches
172,Dani Gómez\Dani-Gomez,es ESP,FW,Levante,22-182,1998,17,9,827,9.2,2,1,0,0,2,0,0.22,0.11,0.33,0.22,0.33,2.2,2.2,0.5,0.24,0.06,0.30,0.24,0.30,Matches
173,Maxi Gómez\Maxi-Gomez,uy URU,FW,Valencia,24-167,1996,17,17,1504,16.7,5,0,0,0,4,0,0.30,0.00,0.30,0.30,0.30,4.2,4.2,0.3,0.25,0.02,0.27,0.25,0.27,Matches
174,Moi Gómez\Moi-Gomez,es ESP,MFFW,Villarreal,26-219,1994,17,16,1430,15.9,2,0,1,1,1,0,0.13,0.00,0.13,0.06,0.06,2.5,1.7,1.8,0.16,0.11,0.27,0.11,0.22,Matches
175,Sergi Gómez\Sergi-Gomez,es ESP,DF,Sevilla,28-306,1992,5,5,368,4.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
176,Sergio Gómez\Sergio-Gomez,es ESP,FWMF,Huesca,20-146,2000,14,2,356,4.0,0,1,0,0,0,0,0.00,0.25,0.25,0.00,0.25,0.4,0.4,0.6,0.09,0.15,0.24,0.09,0.24,Matches
177,Maxime Gonalons\Maxime-Gonalons,fr FRA,MF,Granada,31-324,1989,13,11,843,9.4,0,1,0,0,6,1,0.00,0.11,0.11,0.00,0.11,0.1,0.1,0.5,0.01,0.05,0.06,0.01,0.06,Matches
178,Alfonso González\Alfonso-Gonzalez,es ESP,MF,Celta Vigo,21-269,1999,2,0,34,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.13,0.22,0.35,0.13,0.35,Matches
179,Bruno González\Bruno-Gonzalez,es ESP,DF,Valladolid,30-249,1990,16,16,1440,16.0,1,0,0,0,5,0,0.06,0.00,0.06,0.06,0.06,0.3,0.3,0.0,0.02,0.00,0.02,0.02,0.02,Matches
180,Diego González\Diego-Gonzalez,es ESP,DF,Elche,26-000,1995,9,7,600,6.7,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.02,0.01,0.03,0.02,0.03,Matches
181,Sergio González\Sergio-Gonzalez,es ESP,MF,Cádiz,23-259,1997,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
182,Urko González\Urko-Gonzalez,es ESP,MF,Real Sociedad,19-314,2001,1,0,2,0.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
183,Andoni Gorosabel\Andoni-Gorosabel,es ESP,DF,Real Sociedad,24-177,1996,16,15,1237,13.7,0,1,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.6,0.6,1.9,0.04,0.14,0.18,0.04,0.18,Matches
184,Antoine Griezmann\Antoine-Griezmann,fr FRA,FWMF,Barcelona,29-313,1991,18,16,1269,14.1,5,4,0,1,2,0,0.35,0.28,0.64,0.35,0.64,7.5,6.8,2.7,0.53,0.19,0.72,0.48,0.67,Matches
185,Andrés Guardado\Andres-Guardado,mx MEX,MFFW,Betis,34-122,1986,9,6,441,4.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.00,0.09,0.10,0.00,0.10,Matches
186,Sergi Guardiola\Sergi-Guardiola,es ESP,FW,Valladolid,29-244,1991,15,10,919,10.2,1,2,1,2,1,0,0.10,0.20,0.29,0.00,0.20,3.9,2.4,1.0,0.38,0.10,0.48,0.23,0.33,Matches
187,Nemanja Gudelj\Nemanja-Gudelj,rs SRB,MFDF,Sevilla,29-073,1991,14,3,423,4.7,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.01,0.03,0.02,0.03,Matches
188,Gonçalo Guedes\Goncalo-Guedes,pt POR,MFFW,Valencia,24-060,1996,15,12,997,11.1,1,0,0,0,1,1,0.09,0.00,0.09,0.09,0.09,1.1,1.1,1.2,0.10,0.11,0.20,0.10,0.20,Matches
189,Ander Guevara\Ander-Guevara,es ESP,MF,Real Sociedad,23-205,1997,15,12,954,10.6,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.01,0.00,0.01,Matches
190,John Guidetti\John-Guidetti,se SWE,FW,Alavés,28-288,1992,4,0,65,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.45,0.00,0.45,0.45,0.45,Matches
191,Hugo Guillamón\Hugo-Guillamon,es ESP,DF,Valencia,20-363,2000,11,9,851,9.5,1,0,0,0,6,0,0.11,0.00,0.11,0.11,0.11,0.3,0.3,0.0,0.03,0.00,0.03,0.03,0.03,Matches
192,Jon Guridi\Jon-Guridi,es ESP,MF,Real Sociedad,25-335,1995,8,5,438,4.9,0,1,0,0,2,0,0.00,0.21,0.21,0.00,0.21,0.7,0.7,0.6,0.14,0.13,0.27,0.14,0.27,Matches
193,Raúl Guti\Raul-Guti,es ESP,MF,Elche,24-029,1996,17,14,1278,14.2,1,0,0,0,2,0,0.07,0.00,0.07,0.07,0.07,0.7,0.7,0.0,0.05,0.00,0.05,0.05,0.05,Matches
194,Marcos Mauro López Gutiérrez\Marcos-Mauro-Lopez-Gutierrez,ar ARG,DF,Cádiz,30-019,1991,10,10,813,9.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.02,0.01,0.03,0.02,0.03,Matches
195,Munir El Haddadi\Munir-El-Haddadi,es ESP,FW,Sevilla,25-149,1995,15,5,509,5.7,2,1,0,0,0,0,0.35,0.18,0.53,0.35,0.53,2.6,2.6,1.2,0.46,0.22,0.68,0.46,0.68,Matches
196,Eden Hazard\Eden-Hazard,be BEL,FW,Real Madrid,30-021,1991,7,5,317,3.5,2,1,0,0,0,0,0.57,0.28,0.85,0.57,0.85,1.2,1.2,0.2,0.35,0.07,0.42,0.35,0.42,Matches
197,Mario Hermoso\Mario-Hermoso,es ESP,DF,Atlético Madrid,25-224,1995,15,15,1336,14.8,1,1,0,0,4,0,0.07,0.07,0.13,0.07,0.13,0.3,0.3,0.1,0.02,0.01,0.03,0.02,0.03,Matches
198,Aridane Hernández\Aridane-Hernandez,gq EQG,DF,Osasuna,31-311,1989,11,11,856,9.5,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.01,0.05,0.06,0.01,0.06,Matches
199,Héctor Herrera\Hector-Herrera,mx MEX,MF,Atlético Madrid,30-284,1990,7,4,360,4.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.01,0.06,0.07,0.01,0.07,Matches
200,Sergio Herrera\Sergio-Herrera,es ESP,GK,Osasuna,27-237,1993,18,17,1608,17.9,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
201,Yangel Herrera\Yangel-Herrera,ve VEN,MF,Granada,23-021,1998,18,14,1294,14.4,2,1,0,0,5,0,0.14,0.07,0.21,0.14,0.21,1.0,1.0,0.8,0.07,0.06,0.12,0.07,0.12,Matches
202,Pablo Hervías\Pablo-Hervias,es ESP,DF,Valladolid,27-326,1993,18,8,903,10.0,0,3,0,0,1,0,0.00,0.30,0.30,0.00,0.30,0.4,0.4,2.0,0.04,0.20,0.23,0.04,0.23,Matches
203,Jordan Holsgrove\Jordan-Holsgrove,sco SCO,MF,Celta Vigo,21-140,1999,1,0,45,0.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.16,0.00,0.16,0.16,0.16,Matches
204,Vicente Iborra\Vicente-Iborra,es ESP,MF,Villarreal,33-012,1988,13,10,928,10.3,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.02,0.02,0.03,0.02,0.03,Matches
205,Oussama Idrissi\Oussama-Idrissi,ma MAR,FWMF,Sevilla,24-337,1996,3,0,27,0.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.96,0.00,0.96,0.96,0.96,Matches
