Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
17,Sat,2021-01-09,20:45 (01:15),Milan,1.6,2–0,0.6,Torino,,Stadio Giuseppe Meazza,Fabio Maresca,Match Report,
17,Sun,2021-01-10,12:30 (17:00),Roma,1.1,2–2,2.0,Inter,,Stadio Olimpico,Marco Di Bello,Match Report,
17,Sun,2021-01-10,15:00 (19:30),Udinese,2.8,1–2,2.0,Napoli,,Dacia Arena,Fabrizio Pasqua,Match Report,
17,Sun,2021-01-10,15:00 (19:30),Parma,0.6,0–2,3.6,Lazio,,Stadio Ennio Tardini,Luca Pairetto,Match Report,
17,Sun,2021-01-10,15:00 (19:30),Hellas Verona,1.1,2–1,0.7,Crotone,,Stadio Marc'Antonio Bentegodi,Luca Massimi,Match Report,
17,Sun,2021-01-10,18:00 (22:30),Fiorentina,2.1,1–0,1.5,Cagliari,,Stadio Artemio Franchi,Piero Giacomelli,Match Report,
17,Sun,2021-01-10,20:45 (01:15),Juventus,3.8,3–1,1.1,Sassuolo,,Allianz Stadium,Davide Massa,Match Report,
17,Mon,2021-01-11,20:45 (01:15),Spezia,1.4,2–1,1.0,Sampdoria,,Stadio Dino Manuzzi,Marco Piccinini,Match Report,
,,,,,,,,,,,,,
18,Fri,2021-01-15,20:45 (01:15),Lazio,,,,Roma,,Stadio Olimpico,,Head-to-Head,
18,Sat,2021-01-16,15:00 (19:30),Bologna,,,,Hellas Verona,,Stadio Renato Dall'Ara,,Head-to-Head,
18,Sat,2021-01-16,18:00 (22:30),Torino,,,,Spezia,,Stadio Olimpico di Torino,,Head-to-Head,
18,Sat,2021-01-16,20:45 (01:15),Sampdoria,,,,Udinese,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
18,Sun,2021-01-17,12:30 (17:00),Napoli,,,,Fiorentina,,Stadio San Paolo,,Head-to-Head,
18,Sun,2021-01-17,15:00 (19:30),Crotone,,,,Benevento,,Stadio Ezio Scida,,Head-to-Head,
18,Sun,2021-01-17,15:00 (19:30),Sassuolo,,,,Parma,,Stadio Città del Tricolore,,Head-to-Head,
18,Sun,2021-01-17,18:00 (22:30),Atalanta,,,,Genoa,,Stadio Atleti Azzurri d'Italia,,Head-to-Head,
18,Sun,2021-01-17,20:45 (01:15),Inter,,,,Juventus,,Stadio Giuseppe Meazza,,Head-to-Head,
18,Mon,2021-01-18,20:45 (01:15),Cagliari,,,,Milan,,Sardegna Arena,,Head-to-Head,
,,,,,,,,,,,,,
10,Wed,2021-01-20,15:00 (19:30),Udinese,,,,Atalanta,,Dacia Arena,,Head-to-Head,
,,,,,,,,,,,,,
19,Fri,2021-01-22,20:45 (01:15),Benevento,,,,Torino,,Stadio Ciro Vigorito,,Head-to-Head,
19,Sat,2021-01-23,15:00 (19:30),Roma,,,,Spezia,,Stadio Olimpico,,Head-to-Head,
19,Sat,2021-01-23,18:00 (22:30),Milan,,,,Atalanta,,Stadio Giuseppe Meazza,,Head-to-Head,
19,Sat,2021-01-23,18:00 (22:30),Udinese,,,,Inter,,Dacia Arena,,Head-to-Head,
19,Sat,2021-01-23,20:45 (01:15),Fiorentina,,,,Crotone,,Stadio Artemio Franchi,,Head-to-Head,
19,Sun,2021-01-24,12:30 (17:00),Juventus,,,,Bologna,,Allianz Stadium,,Head-to-Head,
19,Sun,2021-01-24,15:00 (19:30),Genoa,,,,Cagliari,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
19,Sun,2021-01-24,15:00 (19:30),Hellas Verona,,,,Napoli,,Stadio Marc'Antonio Bentegodi,,Head-to-Head,
19,Sun,2021-01-24,18:00 (22:30),Lazio,,,,Sassuolo,,Stadio Olimpico,,Head-to-Head,
19,Sun,2021-01-24,20:45 (01:15),Parma,,,,Sampdoria,,Stadio Ennio Tardini,,Head-to-Head,
,,,,,,,,,,,,,
20,Fri,2021-01-29,20:45 (01:15),Torino,,,,Fiorentina,,Stadio Olimpico di Torino,,Head-to-Head,
20,Sat,2021-01-30,15:00 (19:30),Crotone,,,,Genoa,,Stadio Ezio Scida,,Head-to-Head,
20,Sat,2021-01-30,15:00 (19:30),Bologna,,,,Milan,,Stadio Renato Dall'Ara,,Head-to-Head,
20,Sat,2021-01-30,15:00 (19:30),Cagliari,,,,Sassuolo,,Sardegna Arena,,Head-to-Head,
20,Sat,2021-01-30,18:00 (22:30),Sampdoria,,,,Juventus,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
20,Sat,2021-01-30,20:45 (01:15),Inter,,,,Benevento,,Stadio Giuseppe Meazza,,Head-to-Head,
20,Sun,2021-01-31,12:30 (17:00),Spezia,,,,Udinese,,Stadio Dino Manuzzi,,Head-to-Head,
20,Sun,2021-01-31,15:00 (19:30),Atalanta,,,,Lazio,,Stadio Atleti Azzurri d'Italia,,Head-to-Head,
20,Sun,2021-01-31,18:00 (22:30),Napoli,,,,Parma,,Stadio San Paolo,,Head-to-Head,
20,Sun,2021-01-31,20:45 (01:15),Roma,,,,Hellas Verona,,Stadio Olimpico,,Head-to-Head,
,,,,,,,,,,,,,
21,Fri,2021-02-05,20:45 (01:15),Milan,,,,Crotone,,Stadio Giuseppe Meazza,,Head-to-Head,
21,Fri,2021-02-05,20:45 (01:15),Fiorentina,,,,Inter,,Stadio Artemio Franchi,,Head-to-Head,
21,Sat,2021-02-06,15:00 (19:30),Sassuolo,,,,Spezia,,Stadio Città del Tricolore,,Head-to-Head,
21,Sat,2021-02-06,15:00 (19:30),Atalanta,,,,Torino,,Stadio Atleti Azzurri d'Italia,,Head-to-Head,
21,Sat,2021-02-06,18:00 (22:30),Juventus,,,,Roma,,Allianz Stadium,,Head-to-Head,
21,Sat,2021-02-06,20:45 (01:15),Genoa,,,,Napoli,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
21,Sun,2021-02-07,12:30 (17:00),Benevento,,,,Sampdoria,,Stadio Ciro Vigorito,,Head-to-Head,
21,Sun,2021-02-07,15:00 (19:30),Udinese,,,,Hellas Verona,,Dacia Arena,,Head-to-Head,
21,Sun,2021-02-07,18:00 (22:30),Parma,,,,Bologna,,Stadio Ennio Tardini,,Head-to-Head,
21,Sun,2021-02-07,20:45 (01:15),Lazio,,,,Cagliari,,Stadio Olimpico,,Head-to-Head,
,,,,,,,,,,,,,
22,Fri,2021-02-12,20:45 (01:15),Bologna,,,,Benevento,,Stadio Renato Dall'Ara,,Head-to-Head,
22,Sat,2021-02-13,15:00 (19:30),Torino,,,,Genoa,,Stadio Olimpico di Torino,,Head-to-Head,
22,Sat,2021-02-13,18:00 (22:30),Napoli,,,,Juventus,,Stadio San Paolo,,Head-to-Head,
22,Sat,2021-02-13,20:45 (01:15),Spezia,,,,Milan,,Stadio Dino Manuzzi,,Head-to-Head,
22,Sun,2021-02-14,12:30 (17:00),Roma,,,,Udinese,,Stadio Olimpico,,Head-to-Head,
22,Sun,2021-02-14,15:00 (19:30),Sampdoria,,,,Fiorentina,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
22,Sun,2021-02-14,15:00 (19:30),Cagliari,,,,Atalanta,,Sardegna Arena,,Head-to-Head,
22,Sun,2021-02-14,18:00 (22:30),Crotone,,,,Sassuolo,,Stadio Ezio Scida,,Head-to-Head,
22,Sun,2021-02-14,20:45 (01:15),Inter,,,,Lazio,,Stadio Giuseppe Meazza,,Head-to-Head,
22,Mon,2021-02-15,20:45 (01:15),Hellas Verona,,,,Parma,,Stadio Marc'Antonio Bentegodi,,Head-to-Head,
,,,,,,,,,,,,,
23,Fri,2021-02-19,18:30 (23:00),Fiorentina,,,,Spezia,,Stadio Artemio Franchi,,Head-to-Head,
23,Fri,2021-02-19,20:45 (01:15),Cagliari,,,,Torino,,Sardegna Arena,,Head-to-Head,
23,Sat,2021-02-20,15:00 (19:30),Lazio,,,,Sampdoria,,Stadio Olimpico,,Head-to-Head,
23,Sat,2021-02-20,18:00 (22:30),Genoa,,,,Hellas Verona,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
23,Sat,2021-02-20,20:45 (01:15),Sassuolo,,,,Bologna,,Stadio Città del Tricolore,,Head-to-Head,
23,Sun,2021-02-21,12:30 (17:00),Parma,,,,Udinese,,Stadio Ennio Tardini,,Head-to-Head,
23,Sun,2021-02-21,15:00 (19:30),Milan,,,,Inter,,Stadio Giuseppe Meazza,,Head-to-Head,
23,Sun,2021-02-21,18:00 (22:30),Atalanta,,,,Napoli,,Stadio Atleti Azzurri d'Italia,,Head-to-Head,
23,Sun,2021-02-21,20:45 (01:15),Benevento,,,,Roma,,Stadio Ciro Vigorito,,Head-to-Head,
23,Mon,2021-02-22,20:45 (01:15),Juventus,,,,Crotone,,Allianz Stadium,,Head-to-Head,
,,,,,,,,,,,,,
24,Fri,2021-02-26,20:45 (01:15),Torino,,,,Sassuolo,,Stadio Olimpico di Torino,,Head-to-Head,
24,Sat,2021-02-27,15:00 (19:30),Spezia,,,,Parma,,Stadio Dino Manuzzi,,Head-to-Head,
24,Sat,2021-02-27,18:00 (22:30),Bologna,,,,Lazio,,Stadio Renato Dall'Ara,,Head-to-Head,
24,Sat,2021-02-27,20:45 (01:15),Hellas Verona,,,,Juventus,,Stadio Marc'Antonio Bentegodi,,Head-to-Head,
24,Sun,2021-02-28,12:30 (17:00),Sampdoria,,,,Atalanta,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
24,Sun,2021-02-28,15:00 (19:30),Udinese,,,,Fiorentina,,Dacia Arena,,Head-to-Head,
24,Sun,2021-02-28,15:00 (19:30),Inter,,,,Genoa,,Stadio Giuseppe Meazza,,Head-to-Head,
24,Sun,2021-02-28,15:00 (19:30),Crotone,,,,Cagliari,,Stadio Ezio Scida,,Head-to-Head,
24,Sun,2021-02-28,18:00 (22:30),Napoli,,,,Benevento,,Stadio San Paolo,,Head-to-Head,
24,Sun,2021-02-28,20:45 (01:15),Roma,,,,Milan,,Stadio Olimpico,,Head-to-Head,
,,,,,,,,,,,,,
25,Tue,2021-03-02,,Lazio,,,,Torino,,Stadio Olimpico,,Head-to-Head,
25,Tue,2021-03-02,,Juventus,,,,Spezia,,Allianz Stadium,,Head-to-Head,
25,Wed,2021-03-03,,Atalanta,,,,Crotone,,Stadio Atleti Azzurri d'Italia,,Head-to-Head,
25,Wed,2021-03-03,,Benevento,,,,Hellas Verona,,Stadio Ciro Vigorito,,Head-to-Head,
25,Wed,2021-03-03,,Milan,,,,Udinese,,Stadio Giuseppe Meazza,,Head-to-Head,
25,Wed,2021-03-03,,Genoa,,,,Sampdoria,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
25,Wed,2021-03-03,,Sassuolo,,,,Napoli,,Stadio Città del Tricolore,,Head-to-Head,
25,Wed,2021-03-03,,Fiorentina,,,,Roma,,Stadio Artemio Franchi,,Head-to-Head,
25,Wed,2021-03-03,,Cagliari,,,,Bologna,,Sardegna Arena,,Head-to-Head,
25,Thu,2021-03-04,,Parma,,,,Inter,,Stadio Ennio Tardini,,Head-to-Head,
,,,,,,,,,,,,,
26,Sat,2021-03-06,15:00 (19:30),Spezia,,,,Benevento,,Stadio Dino Manuzzi,,Head-to-Head,
26,Sat,2021-03-06,18:00 (22:30),Udinese,,,,Sassuolo,,Dacia Arena,,Head-to-Head,
26,Sat,2021-03-06,20:45 (01:15),Juventus,,,,Lazio,,Allianz Stadium,,Head-to-Head,
26,Sun,2021-03-07,12:30 (17:00),Roma,,,,Genoa,,Stadio Olimpico,,Head-to-Head,
26,Sun,2021-03-07,15:00 (19:30),Fiorentina,,,,Parma,,Stadio Artemio Franchi,,Head-to-Head,
26,Sun,2021-03-07,15:00 (19:30),Hellas Verona,,,,Milan,,Stadio Marc'Antonio Bentegodi,,Head-to-Head,
26,Sun,2021-03-07,15:00 (19:30),Crotone,,,,Torino,,Stadio Ezio Scida,,Head-to-Head,
26,Sun,2021-03-07,18:00 (22:30),Sampdoria,,,,Cagliari,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
26,Sun,2021-03-07,20:45 (01:15),Napoli,,,,Bologna,,Stadio San Paolo,,Head-to-Head,
26,Mon,2021-03-08,20:45 (01:15),Inter,,,,Atalanta,,Stadio Giuseppe Meazza,,Head-to-Head,
,,,,,,,,,,,,,
27,Fri,2021-03-12,15:00 (19:30),Lazio,,,,Crotone,,Stadio Olimpico,,Head-to-Head,
27,Fri,2021-03-12,20:45 (01:15),Atalanta,,,,Spezia,,Stadio Atleti Azzurri d'Italia,,Head-to-Head,
27,Sat,2021-03-13,15:00 (19:30),Sassuolo,,,,Hellas Verona,,Stadio Città del Tricolore,,Head-to-Head,
27,Sat,2021-03-13,18:00 (22:30),Benevento,,,,Fiorentina,,Stadio Ciro Vigorito,,Head-to-Head,
27,Sat,2021-03-13,20:45 (01:15),Genoa,,,,Udinese,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
27,Sun,2021-03-14,12:30 (17:00),Bologna,,,,Sampdoria,,Stadio Renato Dall'Ara,,Head-to-Head,
27,Sun,2021-03-14,15:00 (19:30),Torino,,,,Inter,,Stadio Olimpico di Torino,,Head-to-Head,
27,Sun,2021-03-14,15:00 (19:30),Parma,,,,Roma,,Stadio Ennio Tardini,,Head-to-Head,
27,Sun,2021-03-14,18:00 (22:30),Cagliari,,,,Juventus,,Sardegna Arena,,Head-to-Head,
27,Sun,2021-03-14,20:45 (01:15),Milan,,,,Napoli,,Stadio Giuseppe Meazza,,Head-to-Head,
,,,,,,,,,,,,,
28,Fri,2021-03-19,20:45 (01:15),Parma,,,,Genoa,,Stadio Ennio Tardini,,Head-to-Head,
28,Sat,2021-03-20,15:00 (19:30),Crotone,,,,Bologna,,Stadio Ezio Scida,,Head-to-Head,
28,Sat,2021-03-20,18:00 (22:30),Spezia,,,,Cagliari,,Stadio Dino Manuzzi,,Head-to-Head,
28,Sat,2021-03-20,20:45 (01:15),Inter,,,,Sassuolo,,Stadio Giuseppe Meazza,,Head-to-Head,
28,Sun,2021-03-21,12:30 (17:00),Hellas Verona,,,,Atalanta,,Stadio Marc'Antonio Bentegodi,,Head-to-Head,
28,Sun,2021-03-21,15:00 (19:30),Sampdoria,,,,Torino,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
28,Sun,2021-03-21,15:00 (19:30),Juventus,,,,Benevento,,Allianz Stadium,,Head-to-Head,
28,Sun,2021-03-21,15:00 (19:30),Udinese,,,,Lazio,,Dacia Arena,,Head-to-Head,
28,Sun,2021-03-21,18:00 (22:30),Fiorentina,,,,Milan,,Stadio Artemio Franchi,,Head-to-Head,
28,Sun,2021-03-21,20:45 (01:15),Roma,,,,Napoli,,Stadio Olimpico,,Head-to-Head,
,,,,,,,,,,,,,
29,Sat,2021-04-03,12:30 (16:00),Milan,,,,Sampdoria,,Stadio Giuseppe Meazza,,Head-to-Head,
29,Sat,2021-04-03,15:00 (18:30),Sassuolo,,,,Roma,,Stadio Città del Tricolore,,Head-to-Head,
29,Sat,2021-04-03,15:00 (18:30),Cagliari,,,,Hellas Verona,,Sardegna Arena,,Head-to-Head,
29,Sat,2021-04-03,15:00 (18:30),Atalanta,,,,Udinese,,Stadio Atleti Azzurri d'Italia,,Head-to-Head,
29,Sat,2021-04-03,15:00 (18:30),Benevento,,,,Parma,,Stadio Ciro Vigorito,,Head-to-Head,
29,Sat,2021-04-03,15:00 (18:30),Lazio,,,,Spezia,,Stadio Olimpico,,Head-to-Head,
29,Sat,2021-04-03,15:00 (18:30),Genoa,,,,Fiorentina,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
29,Sat,2021-04-03,15:00 (18:30),Napoli,,,,Crotone,,Stadio San Paolo,,Head-to-Head,
29,Sat,2021-04-03,18:00 (21:30),Torino,,,,Juventus,,Stadio Olimpico di Torino,,Head-to-Head,
29,Sat,2021-04-03,20:45 (00:15),Bologna,,,,Inter,,Stadio Renato Dall'Ara,,Head-to-Head,
,,,,,,,,,,,,,
30,Sun,2021-04-11,,Juventus,,,,Genoa,,Allianz Stadium,,Head-to-Head,
30,Sun,2021-04-11,,Udinese,,,,Torino,,Dacia Arena,,Head-to-Head,
30,Sun,2021-04-11,,Roma,,,,Bologna,,Stadio Olimpico,,Head-to-Head,
30,Sun,2021-04-11,,Spezia,,,,Crotone,,Stadio Dino Manuzzi,,Head-to-Head,
30,Sun,2021-04-11,,Benevento,,,,Sassuolo,,Stadio Ciro Vigorito,,Head-to-Head,
30,Sun,2021-04-11,,Sampdoria,,,,Napoli,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
30,Sun,2021-04-11,,Inter,,,,Cagliari,,Stadio Giuseppe Meazza,,Head-to-Head,
30,Sun,2021-04-11,,Hellas Verona,,,,Lazio,,Stadio Marc'Antonio Bentegodi,,Head-to-Head,
30,Sun,2021-04-11,,Parma,,,,Milan,,Stadio Ennio Tardini,,Head-to-Head,
30,Sun,2021-04-11,,Fiorentina,,,,Atalanta,,Stadio Artemio Franchi,,Head-to-Head,
,,,,,,,,,,,,,
31,Sun,2021-04-18,,Sampdoria,,,,Hellas Verona,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
31,Sun,2021-04-18,,Sassuolo,,,,Fiorentina,,Stadio Città del Tricolore,,Head-to-Head,
31,Sun,2021-04-18,,Bologna,,,,Spezia,,Stadio Renato Dall'Ara,,Head-to-Head,
31,Sun,2021-04-18,,Atalanta,,,,Juventus,,Stadio Atleti Azzurri d'Italia,,Head-to-Head,
31,Sun,2021-04-18,,Torino,,,,Roma,,Stadio Olimpico di Torino,,Head-to-Head,
31,Sun,2021-04-18,,Cagliari,,,,Parma,,Sardegna Arena,,Head-to-Head,
31,Sun,2021-04-18,,Milan,,,,Genoa,,Stadio Giuseppe Meazza,,Head-to-Head,
31,Sun,2021-04-18,,Lazio,,,,Benevento,,Stadio Olimpico,,Head-to-Head,
31,Sun,2021-04-18,,Crotone,,,,Udinese,,Stadio Ezio Scida,,Head-to-Head,
31,Sun,2021-04-18,20:45 (00:15),Napoli,,,,Inter,,Stadio San Paolo,,Head-to-Head,
,,,,,,,,,,,,,
32,Wed,2021-04-21,,Juventus,,,,Parma,,Allianz Stadium,,Head-to-Head,
32,Wed,2021-04-21,,Hellas Verona,,,,Fiorentina,,Stadio Marc'Antonio Bentegodi,,Head-to-Head,
32,Wed,2021-04-21,,Napoli,,,,Lazio,,Stadio San Paolo,,Head-to-Head,
32,Wed,2021-04-21,,Spezia,,,,Inter,,Stadio Dino Manuzzi,,Head-to-Head,
32,Wed,2021-04-21,,Genoa,,,,Benevento,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
32,Wed,2021-04-21,,Roma,,,,Atalanta,,Stadio Olimpico,,Head-to-Head,
32,Wed,2021-04-21,,Milan,,,,Sassuolo,,Stadio Giuseppe Meazza,,Head-to-Head,
32,Wed,2021-04-21,,Udinese,,,,Cagliari,,Dacia Arena,,Head-to-Head,
32,Wed,2021-04-21,,Bologna,,,,Torino,,Stadio Renato Dall'Ara,,Head-to-Head,
32,Wed,2021-04-21,,Crotone,,,,Sampdoria,,Stadio Ezio Scida,,Head-to-Head,
,,,,,,,,,,,,,
33,Sun,2021-04-25,,Genoa,,,,Spezia,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
33,Sun,2021-04-25,,Torino,,,,Napoli,,Stadio Olimpico di Torino,,Head-to-Head,
33,Sun,2021-04-25,,Atalanta,,,,Bologna,,Stadio Atleti Azzurri d'Italia,,Head-to-Head,
33,Sun,2021-04-25,,Parma,,,,Crotone,,Stadio Ennio Tardini,,Head-to-Head,
33,Sun,2021-04-25,,Fiorentina,,,,Juventus,,Stadio Artemio Franchi,,Head-to-Head,
33,Sun,2021-04-25,,Sassuolo,,,,Sampdoria,,Stadio Città del Tricolore,,Head-to-Head,
33,Sun,2021-04-25,,Benevento,,,,Udinese,,Stadio Ciro Vigorito,,Head-to-Head,
33,Sun,2021-04-25,,Inter,,,,Hellas Verona,,Stadio Giuseppe Meazza,,Head-to-Head,
33,Sun,2021-04-25,,Cagliari,,,,Roma,,Sardegna Arena,,Head-to-Head,
33,Sun,2021-04-25,,Lazio,,,,Milan,,Stadio Olimpico,,Head-to-Head,
,,,,,,,,,,,,,
34,Sun,2021-05-02,,Napoli,,,,Cagliari,,Stadio San Paolo,,Head-to-Head,
34,Sun,2021-05-02,,Hellas Verona,,,,Spezia,,Stadio Marc'Antonio Bentegodi,,Head-to-Head,
34,Sun,2021-05-02,,Lazio,,,,Genoa,,Stadio Olimpico,,Head-to-Head,
34,Sun,2021-05-02,,Milan,,,,Benevento,,Stadio Giuseppe Meazza,,Head-to-Head,
34,Sun,2021-05-02,,Torino,,,,Parma,,Stadio Olimpico di Torino,,Head-to-Head,
34,Sun,2021-05-02,,Sassuolo,,,,Atalanta,,Stadio Città del Tricolore,,Head-to-Head,
34,Sun,2021-05-02,,Udinese,,,,Juventus,,Dacia Arena,,Head-to-Head,
34,Sun,2021-05-02,,Sampdoria,,,,Roma,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
34,Sun,2021-05-02,,Bologna,,,,Fiorentina,,Stadio Renato Dall'Ara,,Head-to-Head,
34,Sun,2021-05-02,,Crotone,,,,Inter,,Stadio Ezio Scida,,Head-to-Head,
,,,,,,,,,,,,,
35,Sun,2021-05-09,,Spezia,,,,Napoli,,Stadio Dino Manuzzi,,Head-to-Head,
35,Sun,2021-05-09,,Udinese,,,,Bologna,,Dacia Arena,,Head-to-Head,
35,Sun,2021-05-09,,Fiorentina,,,,Lazio,,Stadio Artemio Franchi,,Head-to-Head,
35,Sun,2021-05-09,,Benevento,,,,Cagliari,,Stadio Ciro Vigorito,,Head-to-Head,
35,Sun,2021-05-09,,Parma,,,,Atalanta,,Stadio Ennio Tardini,,Head-to-Head,
35,Sun,2021-05-09,,Genoa,,,,Sassuolo,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
35,Sun,2021-05-09,,Roma,,,,Crotone,,Stadio Olimpico,,Head-to-Head,
35,Sun,2021-05-09,,Hellas Verona,,,,Torino,,Stadio Marc'Antonio Bentegodi,,Head-to-Head,
35,Sun,2021-05-09,,Inter,,,,Sampdoria,,Stadio Giuseppe Meazza,,Head-to-Head,
35,Sun,2021-05-09,20:45 (00:15),Juventus,,,,Milan,,Allianz Stadium,,Head-to-Head,
,,,,,,,,,,,,,
36,Wed,2021-05-12,,Atalanta,,,,Benevento,,Stadio Atleti Azzurri d'Italia,,Head-to-Head,
36,Wed,2021-05-12,,Sampdoria,,,,Spezia,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
36,Wed,2021-05-12,,Torino,,,,Milan,,Stadio Olimpico di Torino,,Head-to-Head,
36,Wed,2021-05-12,,Crotone,,,,Hellas Verona,,Stadio Ezio Scida,,Head-to-Head,
36,Wed,2021-05-12,,Cagliari,,,,Fiorentina,,Sardegna Arena,,Head-to-Head,
36,Wed,2021-05-12,,Sassuolo,,,,Juventus,,Stadio Città del Tricolore,,Head-to-Head,
36,Wed,2021-05-12,,Lazio,,,,Parma,,Stadio Olimpico,,Head-to-Head,
36,Wed,2021-05-12,,Napoli,,,,Udinese,,Stadio San Paolo,,Head-to-Head,
36,Wed,2021-05-12,,Bologna,,,,Genoa,,Stadio Renato Dall'Ara,,Head-to-Head,
36,Wed,2021-05-12,19:45 (23:15),Inter,,,,Roma,,Stadio Giuseppe Meazza,,Head-to-Head,
,,,,,,,,,,,,,
37,Sun,2021-05-16,,Genoa,,,,Atalanta,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
37,Sun,2021-05-16,,Fiorentina,,,,Napoli,,Stadio Artemio Franchi,,Head-to-Head,
37,Sun,2021-05-16,,Roma,,,,Lazio,,Stadio Olimpico,,Head-to-Head,
37,Sun,2021-05-16,,Spezia,,,,Torino,,Stadio Dino Manuzzi,,Head-to-Head,
37,Sun,2021-05-16,,Parma,,,,Sassuolo,,Stadio Ennio Tardini,,Head-to-Head,
37,Sun,2021-05-16,,Udinese,,,,Sampdoria,,Dacia Arena,,Head-to-Head,
37,Sun,2021-05-16,,Milan,,,,Cagliari,,Stadio Giuseppe Meazza,,Head-to-Head,
37,Sun,2021-05-16,,Hellas Verona,,,,Bologna,,Stadio Marc'Antonio Bentegodi,,Head-to-Head,
37,Sun,2021-05-16,,Benevento,,,,Crotone,,Stadio Ciro Vigorito,,Head-to-Head,
37,Sun,2021-05-16,20:45 (00:15),Juventus,,,,Inter,,Allianz Stadium,,Head-to-Head,
,,,,,,,,,,,,,
38,Sun,2021-05-23,,Sassuolo,,,,Lazio,,Stadio Città del Tricolore,,Head-to-Head,
38,Sun,2021-05-23,,Napoli,,,,Hellas Verona,,Stadio San Paolo,,Head-to-Head,
38,Sun,2021-05-23,,Torino,,,,Benevento,,Stadio Olimpico di Torino,,Head-to-Head,
38,Sun,2021-05-23,,Crotone,,,,Fiorentina,,Stadio Ezio Scida,,Head-to-Head,
38,Sun,2021-05-23,,Inter,,,,Udinese,,Stadio Giuseppe Meazza,,Head-to-Head,
38,Sun,2021-05-23,,Cagliari,,,,Genoa,,Sardegna Arena,,Head-to-Head,
38,Sun,2021-05-23,,Sampdoria,,,,Parma,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
38,Sun,2021-05-23,,Atalanta,,,,Milan,,Stadio Atleti Azzurri d'Italia,,Head-to-Head,
38,Sun,2021-05-23,,Bologna,,,,Juventus,,Stadio Renato Dall'Ara,,Head-to-Head,
38,Sun,2021-05-23,,Spezia,,,,Roma,,Stadio Dino Manuzzi,,Head-to-Head,